marla,area_sqft,floor_number,total_floors,bedrooms,bathrooms,kitchens,servant_quarters,store_rooms,society,luxury_score,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms,price_per_sqft,price,agePossession
10.0,2722.5,,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,107,1,1,1,1,1,1,0,1,0,1,12855.83103764922,3.5,New Property
12.0,3267.0,,,3.0,3.0,2.0,,,Askari 10,43,1,1,0,0,0,0,1,0,0,0,12090.602999693909,3.95,Undefined
10.0,2722.5,,,,,,,,Askari 11,0,0,0,0,0,0,0,0,0,0,0,12672.176308539943,3.45,Undefined
12.2,3321.45,,,6.0,6.0,1.0,1.0,1.0,Askari 10,74,1,1,1,1,1,1,1,0,1,0,13548.299688389108,4.5,New Property
12.2,3321.45,3.0,8.0,5.0,5.0,1.0,1.0,1.0,Askari 10,71,1,1,0,0,1,0,0,0,0,1,13096.689698776136,4.35,New Property
12.2,3321.45,3.0,8.0,5.0,5.0,1.0,1.0,1.0,Askari 10,90,1,1,0,0,0,0,0,0,0,1,13397.763025184784,4.45,New Property
10.9,2967.525,8.0,8.0,3.0,3.0,1.0,1.0,1.0,Askari 10,109,1,1,1,0,1,1,0,0,0,1,12468.302710170934,3.7,New Property
10.9,2967.525,3.0,8.0,3.0,3.0,1.0,1.0,1.0,Askari 10,85,1,1,0,0,1,0,0,0,0,1,12636.793287335406,3.75,New Property
12.2,3321.45,,,2.0,2.0,1.0,,,Askari 10,47,1,1,0,1,0,0,0,0,0,0,13096.689698776136,4.35,Undefined
12.2,3321.45,3.0,8.0,5.0,5.0,1.0,1.0,1.0,Askari 10,81,1,1,0,0,1,1,0,0,0,1,13096.689698776136,4.35,New Property
12.2,3321.45,3.0,8.0,5.0,5.0,1.0,1.0,1.0,Askari 10,129,1,1,1,1,1,1,1,1,1,1,13247.226361980462,4.4,New Property
11.0,2994.75,2.0,9.0,3.0,3.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,9850.571834042908,2.95,New Property
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,139,1,1,1,1,1,1,1,1,1,1,8999.081726354454,2.45,New Property
11.0,2994.75,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,124,1,1,1,1,1,1,0,0,0,0,10017.530678687704,3.0,Moderately Old
10.0,2722.5,5.0,8.0,3.0,3.0,1.0,1.0,1.0,Askari 11,102,1,1,1,1,1,1,1,1,1,0,11570.247933884297,3.15,New Property
12.0,3267.0,,,4.0,5.0,1.0,1.0,1.0,Askari 11,100,1,1,1,1,0,0,1,0,0,1,10345.8830731558,3.38,Relatively New
10.0,2722.5,1.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,107,1,1,1,1,1,0,0,0,0,0,10651.974288337924,2.9,Relatively New
10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,129,1,1,1,1,1,1,1,1,1,0,8999.081726354454,2.45,Relatively New
10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,109,1,1,1,1,1,1,0,0,1,0,11937.557392102846,3.25,Relatively New
11.0,2994.75,,,4.0,4.0,1.0,1.0,1.0,Askari 10,118,1,1,1,1,1,1,1,1,1,1,13857.58410551799,4.15,New Property
10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,113,1,1,1,1,0,0,1,0,0,1,11827.364554637285,3.22,Relatively New
12.0,3267.0,,7.0,4.0,5.0,1.0,1.0,1.0,Askari 11,83,1,1,1,1,0,0,1,0,0,1,10376.492194674012,3.39,Relatively New
10.0,2722.5,2.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,123,1,1,1,0,1,1,1,1,1,1,10651.974288337924,2.9,New Property
10.0,2722.5,10.0,8.0,3.0,3.0,1.0,1.0,1.0,Askari 10,133,1,1,1,1,1,1,1,1,1,1,13590.449954086318,3.7,Moderately Old
12.2,3321.45,3.0,10.0,5.0,5.0,1.0,1.0,1.0,Askari 10,72,1,1,0,0,1,0,0,0,0,1,13247.226361980462,4.4,New Property
12.2,3321.45,3.0,10.0,5.0,5.0,1.0,1.0,1.0,Askari 10,80,1,1,0,0,1,0,0,0,0,1,13548.299688389108,4.5,New Property
12.2,3321.45,5.0,10.0,5.0,5.0,1.0,1.0,1.0,Askari 10,121,1,1,1,1,1,1,1,1,1,1,13397.763025184784,4.45,New Property
12.2,3321.45,5.0,10.0,5.0,5.0,1.0,1.0,1.0,Askari 10,85,1,1,0,0,0,0,0,0,0,1,13548.299688389108,4.5,New Property
12.2,3321.45,6.0,10.0,5.0,5.0,1.0,1.0,1.0,Askari 10,80,1,1,0,0,1,1,0,0,0,1,13096.689698776136,4.35,New Property
12.2,3321.45,3.0,10.0,5.0,5.0,1.0,1.0,1.0,Askari 10,80,1,1,0,0,1,0,0,0,0,1,13397.763025184784,4.45,New Property
12.0,3267.0,,,5.0,6.0,2.0,1.0,2.0,Askari 10,110,1,1,1,1,1,1,1,1,1,1,13590.449954086318,4.44,New Property
12.0,3267.0,,,4.0,4.0,2.0,1.0,1.0,Askari 10,110,1,1,1,1,1,1,1,1,1,1,13621.05907560453,4.45,New Property
12.2,3321.45,6.0,10.0,4.0,5.0,1.0,1.0,1.0,Askari 10,86,1,1,0,0,1,0,0,0,0,1,12494.543045958844,4.15,New Property
12.2,3321.45,3.0,10.0,4.0,5.0,1.0,1.0,1.0,Askari 10,87,1,1,1,0,1,0,0,0,0,1,13247.226361980462,4.4,New Property
10.9,2967.525,8.0,8.0,4.0,4.0,1.0,1.0,1.0,Askari 10,104,1,1,0,0,0,0,0,0,0,1,12299.81213300646,3.65,New Property
12.2,3321.45,,,4.0,4.0,1.0,1.0,1.0,Askari 10,110,1,1,1,1,1,1,1,1,1,1,12795.61637236749,4.25,Old Property
11.0,2994.75,,,,,,,,Askari 11,26,0,0,0,0,0,0,0,0,0,0,11520.16028049086,3.45,Undefined
12.9,3512.025,7.0,9.0,4.0,5.0,1.0,1.0,,Askari 10,118,1,1,0,0,1,1,1,1,0,0,12955.488642592236,4.55,New Property
12.0,3267.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,139,1,1,1,1,1,1,1,1,1,1,11172.329354147536,3.65,Moderately Old
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,129,1,1,1,1,1,1,1,0,0,1,8999.081726354454,2.45,New Property
11.1,3021.975,,,,,,,,Askari 11,23,0,0,0,0,0,0,0,0,0,0,13401.831583649766,4.05,Undefined
10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,96,1,1,1,1,1,1,1,1,1,0,10541.78145087236,2.87,Undefined
10.0,2722.5,6.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,116,1,1,1,0,1,1,1,1,1,0,15059.687786960514,4.1,Undefined
12.9,3512.025,,,1.0,1.0,1.0,1.0,1.0,Askari 10,140,1,1,1,1,1,1,1,1,1,1,13240.224656715143,4.65,Undefined
10.0,2722.5,2.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,121,1,1,1,1,1,1,1,1,0,0,10835.6290174472,2.95,Relatively New
10.0,2722.5,1.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,126,1,1,1,0,1,1,1,1,1,1,10541.78145087236,2.87,New Property
10.0,2722.5,1.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,117,1,1,1,1,1,1,1,1,1,0,10468.31955922865,2.85,Undefined
10.0,2722.5,2.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,121,1,1,1,1,1,1,1,1,1,1,10284.664830119376,2.8,New Property
10.0,2722.5,3.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,112,1,1,1,1,1,1,1,1,0,0,14912.764003673095,4.06,Undefined
10.9,2967.525,4.0,8.0,4.0,4.0,1.0,1.0,1.0,Askari 10,86,1,1,0,0,1,0,0,0,0,1,11625.849824348574,3.45,Relatively New
12.0,3267.0,,,4.0,4.0,2.0,1.0,1.0,Askari 10,110,1,1,1,1,1,1,1,1,1,1,13314.967860422406,4.35,Relatively New
12.2,3321.45,6.0,10.0,5.0,5.0,1.0,1.0,1.0,Askari 10,86,1,1,0,0,1,0,0,0,0,1,13096.689698776136,4.35,New Property
12.0,3267.0,4.0,5.0,4.0,4.0,2.0,,,Askari 10,67,1,1,1,0,0,0,0,0,0,0,13468.013468013469,4.4,Undefined
12.2,3321.45,6.0,10.0,5.0,5.0,1.0,1.0,1.0,Askari 10,77,1,1,0,0,1,0,0,0,0,1,12946.153035571817,4.3,New Property
12.2,3321.45,4.0,8.0,4.0,5.0,1.0,1.0,1.0,Askari 11,115,1,1,0,0,0,0,1,0,0,1,12645.079709163168,4.2,New Property
12.2,3321.45,6.0,10.0,5.0,5.0,1.0,1.0,1.0,Askari 10,81,1,1,0,0,0,0,0,0,0,1,12645.079709163168,4.2,New Property
10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,96,1,1,1,1,1,0,1,1,0,0,14141.41414141414,3.85,New Property
14.0,3811.5,,9.0,4.0,5.0,1.0,1.0,1.0,Askari 11,114,1,1,1,0,1,1,1,0,1,0,11937.557392102846,4.55,Undefined
10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,108,1,1,1,0,0,0,0,0,0,0,9917.355371900829,2.7,Relatively New
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,112,1,1,0,1,0,1,0,0,0,0,9366.391184573004,2.55,Relatively New
13.0,3539.25,1.0,1.0,4.0,5.0,2.0,1.0,1.0,Askari 10,124,1,1,0,1,0,1,1,0,0,0,12573.285300558027,4.45,New Property
12.0,3267.0,2.0,9.0,4.0,5.0,1.0,1.0,1.0,Askari 11,71,1,1,1,1,1,1,1,1,1,0,14998.46954392409,4.9,New Property
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,122,1,1,1,1,0,1,0,0,0,0,9182.736455463728,2.5,Undefined
12.0,3267.0,,,4.0,4.0,1.0,1.0,1.0,Askari 11,117,1,1,1,1,1,1,1,1,1,1,10713.19253137435,3.5,Relatively New
10.0,2722.5,,7.0,6.0,6.0,2.0,1.0,1.0,Askari 11,119,1,1,1,1,1,1,1,1,1,0,12121.212121212122,3.3,New Property
11.9,3239.775,,10.0,3.0,4.0,1.0,1.0,1.0,Askari 11,68,1,1,1,1,1,0,1,0,0,1,8951.238897762962,2.9,Undefined
10.0,2722.5,,,3.0,4.0,1.0,,,Askari 11,46,0,0,0,0,0,0,0,0,0,0,11386.593204775025,3.1,Undefined
10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,100,1,1,1,1,0,0,1,0,1,1,11202.93847566575,3.05,Undefined
11.0,2994.75,,,3.0,4.0,2.0,,,Askari 11,47,1,1,0,0,1,1,0,0,0,0,10017.530678687704,3.0,Undefined
11.0,2994.75,,,3.0,4.0,1.0,1.0,,Askari 11,105,1,1,0,0,1,1,0,0,0,0,12021.036814425244,3.6,Relatively New
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,112,1,1,0,1,0,0,1,0,0,0,9550.045913682276,2.6,Relatively New
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,112,1,1,0,1,0,0,1,0,0,0,10284.664830119376,2.8,Relatively New
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,112,1,1,0,1,0,0,1,0,0,0,9917.355371900829,2.7,Relatively New
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,112,1,1,0,1,0,0,1,0,0,0,9733.700642791551,2.65,Relatively New
11.0,2994.75,6.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 10,109,1,1,1,1,0,0,1,0,0,0,12254.779196927955,3.67,New Property
13.0,3539.25,3.0,9.0,4.0,5.0,1.0,1.0,1.0,Askari 10,112,1,1,1,1,0,0,1,0,0,0,12488.52157943067,4.42,New Property
12.2,3321.45,,,,,,,,Askari 10,0,0,0,0,0,0,0,0,0,0,0,14451.519667615048,4.8,Undefined
12.2,3321.45,3.0,10.0,5.0,5.0,1.0,1.0,1.0,Askari 10,88,1,1,0,0,1,0,0,0,0,1,13548.299688389108,4.5,New Property
10.0,2722.5,,9.0,3.0,4.0,1.0,1.0,1.0,Askari 11,98,1,1,1,1,1,1,1,1,1,1,13590.449954086318,3.7,New Property
10.0,2722.5,,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,129,1,1,1,1,1,1,0,0,1,1,9109.274563820018,2.48,Relatively New
13.0,3539.25,8.0,3.0,4.0,4.0,1.0,1.0,1.0,Askari 10,137,1,1,1,1,1,1,1,1,1,1,11866.920957830049,4.2,New Property
12.0,3267.0,2.0,9.0,4.0,4.0,1.0,1.0,4.0,Askari 10,123,1,1,1,1,1,1,1,1,1,1,14233.24150596878,4.65,New Property
10.0,2722.5,5.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,108,1,1,1,1,1,1,1,1,1,0,12488.52157943067,3.4,Relatively New
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,121,1,1,1,1,1,1,1,1,1,1,13774.104683195592,3.75,New Property
10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,67,1,1,1,1,0,1,0,0,0,0,9550.045913682276,2.6,Relatively New
5.0,1361.25,,4.0,2.0,3.0,1.0,,1.0,Askari 11,86,1,1,1,1,0,0,1,0,0,0,13223.140495867769,1.8,Relatively New
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,139,1,1,1,1,1,1,1,1,1,1,9917.355371900829,2.7,Undefined
11.0,2994.75,4.0,9.0,3.0,4.0,1.0,1.0,1.0,Askari 11,125,1,1,1,1,1,1,1,1,1,1,9850.571834042908,2.95,Relatively New
11.9,3239.775,,,,,,,,Askari 11,23,0,0,0,0,0,0,0,0,0,0,13272.526641510598,4.3,Undefined
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari,112,1,1,1,1,1,1,1,1,1,1,9182.736455463728,2.5,Old Property
10.0,2722.5,,5.0,5.0,6.0,2.0,2.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,15794.306703397611,4.3,New Property
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,112,1,1,1,1,0,0,1,0,0,0,10101.0101010101,2.75,Relatively New
12.0,3267.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,Askari 11,129,1,1,1,1,1,1,1,0,0,1,11111.111111111111,3.63,Undefined
12.0,3267.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,Askari 11,122,1,1,0,1,0,1,1,0,0,0,11172.329354147536,3.65,Undefined
12.0,3267.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,Askari 11,122,1,1,0,1,0,1,1,0,0,0,11264.156718702174,3.68,Undefined
12.0,3267.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,Askari 11,122,1,1,0,1,0,1,1,0,0,0,11325.374961738598,3.7,Undefined
10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,95,1,1,1,1,0,1,0,0,1,0,9550.045913682276,2.6,Undefined
10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari,49,1,1,1,0,0,0,0,0,0,0,10284.664830119376,2.8,Old Property
12.0,3267.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,Askari 11,110,1,1,0,1,0,1,1,0,0,0,11019.283746556472,3.6,Undefined
12.0,3267.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,Askari 11,110,1,1,0,1,0,1,1,0,0,0,11172.329354147536,3.65,Undefined
10.0,2722.5,1.0,,3.0,4.0,1.0,,,Askari 10,48,1,1,0,0,0,0,0,0,0,0,13406.795224977042,3.65,Undefined
11.0,2994.75,1.0,,,,1.0,,,Askari 10,43,1,1,0,0,0,0,0,0,0,0,11353.201435846064,3.4,Undefined
10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,58,1,1,1,1,1,1,1,1,1,0,13957.759412304868,3.8,New Property
10.0,2722.5,6.0,7.0,3.0,3.0,1.0,1.0,1.0,Askari 10,122,1,1,1,1,1,1,1,1,1,0,12672.176308539943,3.45,Relatively New
12.0,3267.0,,,3.0,3.0,2.0,,,Askari 10,51,1,1,0,0,0,0,1,0,0,0,12090.602999693909,3.95,Undefined
12.0,3267.0,7.0,9.0,4.0,4.0,1.0,1.0,1.0,Askari 10,107,1,1,1,1,1,1,1,0,0,1,13468.013468013469,4.4,New Property
12.0,3267.0,5.0,9.0,4.0,4.0,1.0,1.0,4.0,Askari 10,97,1,1,1,1,0,1,1,0,0,0,13468.013468013469,4.4,New Property
13.0,3539.25,9.0,7.0,4.0,4.0,1.0,1.0,1.0,Askari 10,127,1,1,1,1,1,1,1,1,1,0,12008.193826375644,4.25,Under construction
12.0,3267.0,5.0,9.0,4.0,5.0,1.0,1.0,1.0,Askari 11,112,1,1,1,1,1,1,1,1,1,1,13468.013468013469,4.4,New Property
13.0,3539.25,7.0,9.0,4.0,5.0,1.0,1.0,1.0,Askari 10,127,1,1,1,1,1,1,1,1,1,1,12658.049021685383,4.48,New Property
10.0,2722.5,,,1.0,1.0,1.0,1.0,1.0,Askari 11,106,1,1,0,0,1,1,0,0,0,0,11019.283746556472,3.0,Undefined
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,139,1,1,1,1,1,1,1,1,1,1,10651.974288337924,2.9,Undefined
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,125,1,1,1,1,1,1,1,1,1,0,11937.557392102846,3.25,Relatively New
13.0,3539.25,,,4.0,4.0,1.0,,1.0,Askari 10,82,1,1,1,1,1,0,1,0,0,0,11725.648089284454,4.15,New Property
12.0,3267.0,,8.0,4.0,5.0,1.0,1.0,1.0,Askari 11,137,1,1,1,1,1,1,1,1,1,1,10713.19253137435,3.5,Relatively New
10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari,112,1,1,1,1,1,1,1,1,1,1,11937.557392102846,3.25,Undefined
10.0,2722.5,,7.0,3.0,3.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,13590.449954086318,3.7,New Property
10.1,2749.725,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 10,133,1,1,1,1,1,1,1,1,1,1,14183.236505468729,3.9,New Property
11.0,2994.75,,,3.0,3.0,1.0,1.0,1.0,Askari 10,100,1,1,1,1,0,0,0,1,0,0,13690.625260873196,4.1,New Property
11.2,3049.2,6.0,12.0,3.0,3.0,1.0,1.0,1.0,Askari 10,121,1,1,1,1,1,1,1,1,1,1,17348.812803358258,5.29,New Property
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,139,1,1,1,1,1,1,1,0,1,1,9733.700642791551,2.65,New Property
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,139,1,1,1,1,1,1,1,1,1,1,9550.045913682276,2.6,New Property
11.0,2994.75,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,0,11353.201435846064,3.4,New Property
12.0,3267.0,7.0,9.0,4.0,4.0,1.0,1.0,1.0,Askari 10,132,1,1,1,1,1,1,1,1,0,0,13621.05907560453,4.45,New Property
13.0,3539.25,1.0,1.0,4.0,5.0,2.0,1.0,1.0,Askari 10,124,1,1,0,1,0,1,1,0,0,0,12516.77615313979,4.43,New Property
12.0,3267.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,Askari 11,130,1,1,1,1,1,1,1,0,0,0,11111.111111111111,3.63,New Property
13.0,3539.25,1.0,1.0,4.0,5.0,2.0,1.0,1.0,Askari 10,124,1,1,0,1,0,1,1,0,0,0,12658.049021685383,4.48,New Property
10.0,2722.5,6.0,8.0,3.0,3.0,1.0,1.0,1.0,Askari 10,137,1,1,1,1,1,1,1,1,1,1,14325.068870523415,3.9,New Property
12.9,3512.025,,,1.0,1.0,1.0,1.0,1.0,Askari 10,106,1,1,1,1,0,1,1,1,0,0,12471.437418583297,4.38,New Property
12.0,3267.0,9.0,9.0,4.0,4.0,1.0,1.0,1.0,Askari 10,102,1,1,1,1,1,1,1,0,0,0,12855.83103764922,4.2,New Property
12.0,3267.0,,,3.0,3.0,1.0,1.0,1.0,Askari 10,110,1,1,1,1,1,1,1,1,1,0,13621.05907560453,4.45,New Property
12.0,3267.0,,,4.0,5.0,1.0,1.0,1.0,Askari 11,88,1,1,1,1,0,0,1,0,0,1,10254.055708601163,3.35,Relatively New
10.0,2722.5,5.0,9.0,3.0,4.0,1.0,1.0,1.0,Askari 11,64,1,1,1,1,1,1,1,1,1,0,12121.212121212122,3.3,Relatively New
10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,100,1,1,1,1,1,1,1,1,1,0,15059.687786960514,4.1,New Property
12.0,3267.0,5.0,9.0,4.0,4.0,1.0,1.0,1.0,Askari 10,97,1,1,1,1,0,1,1,1,0,0,13621.05907560453,4.45,New Property
10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,110,1,1,1,1,1,1,1,1,1,1,10321.39577594123,2.81,New Property
10.0,2722.5,1.0,5.0,5.0,6.0,3.0,2.0,3.0,Askari 11,133,1,1,1,1,1,1,1,1,1,1,11937.557392102846,3.25,Relatively New
12.0,3267.0,,1.0,4.0,4.0,2.0,1.0,1.0,Askari 11,139,1,1,1,1,1,1,1,1,1,1,12702.785430058157,4.15,New Property
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,139,1,1,1,1,1,1,1,1,1,1,10468.31955922865,2.85,New Property
10.0,2722.5,6.0,9.0,3.0,3.0,1.0,1.0,1.0,Askari 11,129,1,1,1,1,1,1,1,1,1,1,15243.342516069788,4.15,New Property
11.0,2994.75,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,139,1,1,1,1,1,1,1,1,1,1,12021.036814425244,3.6,Undefined
11.0,2994.75,4.0,9.0,3.0,3.0,1.0,1.0,1.0,Askari 11,127,1,1,1,1,1,1,1,0,1,1,9683.612989398114,2.9,New Property
10.0,2722.5,2.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,118,1,1,1,0,1,1,1,1,1,0,10651.974288337924,2.9,Undefined
10.0,2722.5,2.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,112,1,1,1,1,1,1,1,1,1,0,10651.974288337924,2.9,Undefined
10.0,2722.5,5.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,109,1,1,1,1,1,1,1,1,1,0,9733.700642791551,2.65,Undefined
10.0,2722.5,4.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,129,1,1,1,1,1,1,1,1,1,0,12855.83103764922,3.5,New Property
13.0,3539.25,,,4.0,4.0,1.0,1.0,1.0,Askari 10,110,1,1,1,1,1,1,1,1,1,1,12149.46669492124,4.3,New Property
10.0,2722.5,5.0,9.0,3.0,3.0,1.0,1.0,1.0,Askari 11,83,1,1,1,1,1,1,1,1,1,0,12488.52157943067,3.4,New Property
12.0,3267.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,Askari 11,110,1,1,0,1,0,1,1,0,0,0,11264.156718702174,3.68,Undefined
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,112,1,1,0,1,0,1,0,0,0,0,9917.355371900829,2.7,Relatively New
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,112,1,1,0,1,0,1,0,0,0,0,9733.700642791551,2.65,Relatively New
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,121,1,1,0,1,0,1,0,0,0,1,9550.045913682276,2.6,Relatively New
10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,42,1,1,1,0,0,0,0,0,0,0,15059.687786960514,4.1,Undefined
10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,34,1,1,1,0,0,0,0,0,0,0,10468.31955922865,2.85,Undefined
10.0,2722.5,,7.0,3.0,3.0,1.0,1.0,1.0,Askari 11,114,1,1,1,1,1,1,1,1,1,1,10101.0101010101,2.75,New Property
12.0,3267.0,3.0,9.0,4.0,5.0,1.0,1.0,1.0,Askari 10,123,1,1,1,1,1,1,1,1,1,1,14998.46954392409,4.9,New Property
10.0,2722.5,,4.0,5.0,5.0,2.0,2.0,4.0,Askari 10,133,1,1,1,1,1,1,1,1,1,1,13774.104683195592,3.75,New Property
12.0,3267.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,Askari 10,100,1,1,1,1,1,1,1,1,1,0,13774.104683195592,4.5,New Property
10.0,2722.5,6.0,7.0,3.0,3.0,1.0,1.0,1.0,Askari 11,121,1,1,1,1,1,1,1,1,1,1,15610.651974288336,4.25,New Property
10.0,2722.5,7.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,115,1,1,1,1,1,1,1,1,1,0,12304.866850321396,3.35,Undefined
11.1,3021.975,3.0,9.0,3.0,3.0,1.0,1.0,1.0,Askari 11,92,1,1,1,1,1,1,1,1,1,1,14063.650427286791,4.25,New Property
10.0,2722.5,3.0,3.0,3.0,3.0,1.0,1.0,1.0,Askari,123,1,1,1,1,1,1,1,1,1,1,8448.11753902663,2.3,Undefined
10.0,2722.5,2.0,4.0,3.0,3.0,1.0,1.0,1.0,Askari,117,1,1,1,1,1,1,1,1,1,1,10101.0101010101,2.75,Undefined
10.0,2722.5,,9.0,3.0,3.0,1.0,1.0,1.0,Askari 10,140,1,1,1,1,1,1,1,1,1,1,13774.104683195592,3.75,Relatively New
10.0,2722.5,,8.0,3.0,3.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,11937.557392102846,3.25,Relatively New
10.0,2722.5,7.0,8.0,3.0,3.0,1.0,1.0,1.0,Askari 10,58,1,1,1,0,0,0,0,0,0,0,13406.795224977042,3.65,Undefined
10.0,2722.5,,,,,,,,Askari,23,0,0,0,0,0,0,0,0,0,0,8631.772268135905,2.35,Undefined
10.0,2722.5,2.0,8.0,3.0,4.0,1.0,2.0,1.0,Askari 11,108,1,1,1,1,1,1,1,1,1,0,15059.687786960514,4.1,Undefined
10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,138,1,1,1,1,1,1,1,1,1,1,11019.283746556472,3.0,Relatively New
12.0,3267.0,5.0,9.0,4.0,5.0,1.0,1.0,1.0,Askari 10,92,1,1,1,1,0,0,1,1,0,1,13774.104683195592,4.5,New Property
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,135,1,1,1,1,1,1,1,0,0,1,11753.902662993572,3.2,New Property
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,11496.786042240588,3.13,New Property
10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,135,1,1,1,1,1,1,1,0,0,1,11386.593204775025,3.1,New Property
12.0,3267.0,,9.0,4.0,5.0,1.0,1.0,1.0,Askari 11,137,1,1,1,1,1,1,1,1,1,1,16222.834404652587,5.3,New Property
10.0,2722.5,,9.0,3.0,3.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,12488.52157943067,3.4,Relatively New
